kanji,hiragana,english,level
助教授,じょきょうじゅ,assistant professor,N2
努める,つとめる,"(N1) to serve,to fill a post,to serve under,to work (for)",N2
効力,こうりょく,"effect,efficacy,validity,potency",N2
勇ましい,いさましい,"brave,valiant,gallant,courageous",N2
動作,どうさ,"action,movements,motions,bearing,behaviour,manners",N2
勘違い,かんちがい,"misunderstanding,wrong guess",N2
務める,つとめる,"(N1) to serve,to fill a post,to serve under,to work (for)",N2
勝敗,しょうはい,"victory or defeat,issue (of battle)",N2
勝負,しょうぶ,"victory or defeat,match,contest,game,bout",N2
募集,ぼしゅう,"recruiting,taking applications",N2
匂う,におう,"to be fragrant,to smell,to stink",N2
包帯,ほうたい,"bandage,dressing",N2
包装,ほうそう,"packing,wrapping",N2
北極,ほっきょく,North Pole,N2
匙,さじ,spoon,N2
区分,くぶん,"division,section,classification",N2
区切る,くぎる,"to punctuate,to cut off,to mark off,to stop,to put an end to",N2
区域,くいき,"limits,boundary,domain,zone,sphere,territory",N2
半島,はんとう,peninsula,N2
半径,はんけい,radius,N2
卑怯,ひきょう,"cowardice,meanness,unfairness",N2
卒直,そっちょく,"frankness,candour,openheartedness",N2
南北,なんぼく,south and north,N2
南極,なんきょく,"south pole,Antarctic",N2
南米,なんべい,South America,N2
単数,たんすう,singular (number),N2
占う,うらなう,"to forecast,to predict",N2
危うい,あやうい,"dangerous,critical,grave",N2
却って,かえって,"on the contrary,rather,all the more,instead",N2
卸す,おろす,"to sell wholesale,grated (vegetables)",N2
厚かましい,あつかましい,"impudent,shameless,brazen",N2
原始,げんし,"origin,primeval",N2
原料,げんりょう,raw materials,N2
原理,げんり,"principle,theory,fundamental truth",N2
原産,げんさん,"place of origin,habitat",N2
原稿,げんこう,"manuscript,copy",N2
厳重,げんじゅう,"strict,rigour,severe,firm",N2
又は,または,"or,otherwise",N2
友好,ゆうこう,friendship,N2
反る,かえる,"to warp,to be warped,to curve",N2
反映,はんえい,"reflection,influence",N2
反省,はんせい,"reflection,reconsideration,introspection,meditation,contemplation",N2
叔母さん,おばさん,"(N1) aunt,(N2) middle-aged lady",N2
叔父さん,おじさん,"middle-aged gentleman,uncle",N2
取り入れる,とりいれる,"to harvest,to take in,to adopt",N2
取り出す,とりだす,"to take out,to produce,to pick out",N2
取り消す,とりけす,to cancel,N2
受け持つ,うけもつ,to take (be in) charge of,N2
受取,うけとり,receipt,N2
受話器,じゅわき,(telephone) receiver,N2
受験,じゅけん,taking an examination,N2
口実,こうじつ,excuse,N2
口紅,くちべに,lipstick,N2
古典,こてん,"old book,classics,classic",N2
句読点,くとうてん,punctuation marks,N2
只,ただ,"free of charge,mere,sole,only,usual,common",N2
可決,かけつ,"approval,adoption (e.g. motion, bill),passage",N2
司会,しかい,chairmanship,N2
各々,おのおの,"each,every,either,respectively,severally",N2
各地,かくち,"every place,various places",N2
各自,かくじ,"individual,each",N2
合同,ごうどう,"combination,incorporation,union,amalgamation",N2
合流,ごうりゅう,"confluence,union,linking up,merge",N2
合理,ごうり,rational,N2
吊す,つるす,to hang,N2
吊る,つる,to hang,N2
同格,どうかく,"the same rank,equality,apposition",N2
名作,めいさく,masterpiece,N2
名刺,めいし,business card,N2
名字,みょうじ,"surname,family name",N2
名所,めいしょ,famous place,N2
名物,めいぶつ,"famous product,special product,speciality",N2
名詞,めいし,noun,N2
吐き気,はきけ,"nausea,sickness in the stomach",N2
向う,むかう,"(vN5u) to face,to go towards",N2
含める,ふくめる,"to include,to instruct,to make one understand",N2
吹雪,ふぶき,snow storm,N2
呑気,のんき,"carefree,optimistic,careless,reckless,heedless",N2
周辺,しゅうへん,"circumference,outskirts,environs,(computer) peripheral",N2
味わう,あじわう,"to taste,to savor,to relish",N2
呼び出す,よびだす,"to summon,to call (e.g. phone)",N2
呼び掛ける,よびかける,"to call out to,to accost,to address (crowd),to appeal",N2
命ずる,めいずる,"to command,to appoint",N2
和服,わふく,Japanese clothes,N2
和英,わえい,Japanese-English,N2
唇,くちびる,lips,N2
商店,しょうてん,"shop,business firm",N2
商業,しょうぎょう,"commerce,trade,business",N2
商社,しょうしゃ,"trading company,firm",N2
問い合わせ,といあわせ,"enquiry,ENQ",N2
問答,もんどう,"questions and answers,dialogue",N2
嗅ぐ,かぐ,"to sniff,to smell",N2
器具,きぐ,utensil,N2
器械,きかい,instrument,N2
噴水,ふんすい,water fountain,N2
噴火,ふんか,eruption,N2
囁く,ささやく,"to whisper,to murmur",N2
四つ角,よつかど,"four corners,crossroads",N2
四季,しき,four seasons,N2
四捨五入,ししゃごにゅう,rounding up (fractions),N2
四角,しかく,square,N2
四角い,しかくい,square,N2
回り道,まわりみち,detour,N2
回数,かいすう,"number of times,frequency",N2
回数券,かいすうけん,book of tickets,N2
回答,かいとう,"reply,answer",N2
回転,かいてん,"rotation,revolution,turning",N2
因る,よる,to come from,N2
団地,だんち,multi-unit apartments,N2
図形,ずけい,figure,N2
図表,ずひょう,"chart,diagram,graph",N2
図鑑,ずかん,picture book,N2
固い,かたい,"stubborn,firm (not viscous or easily moved)",N2
固まる,かたまる,"to harden,to solidify,to become firm,to become certain",N2
国王,こくおう,king,N2
国立,こくりつ,national,N2
国籍,こくせき,nationality,N2
園芸,えんげい,"horticulture,gardening",N2
圧縮,あっしゅく,"compression,condensation,pressure",N2
在る,ある,"to live,to be",N2
在学,ざいがく,(enrolled) in school,N2
地下水,ちかすい,underground water,N2
地名,ちめい,place name,N2
地味,じみ,"plain,simple",N2
地帯,ちたい,"area,zone",N2
地点,ちてん,"site,point on a map",N2
地盤,じばん,(the) ground,N2
地質,ちしつ,geological features,N2
坊さん,ぼうさん,"Buddhist priest,monk",N2
坊っちゃん,ぼっちゃん,son (of others),N2
坊や,ぼうや,boy,N2
垂直,すいちょく,"vertical,perpendicular",N2
垣根,かきね,hedge,N2
埋める,うめる,"to bury,to fill up,to fill (a seat, a vacant position)",N2
執筆,しっぴつ,writing,N2
基地,きち,base,N2
基準,きじゅん,"standard,basis,criteria,norm",N2
基盤,きばん,"foundation,basis",N2
基礎,きそ,"foundation,basis",N2
堀,ほり,"moat,canal",N2
堅い,かたい,"hard (esp. wood),steadfast,honorable,stuffy writing",N2
塊,かたまり,"lump,mass,clod,cluster",N2
塞がる,ふさがる,"to be plugged up,to be shut up",N2
塞ぐ,ふさぐ,"to stop up,to close up,to block (up)",N2
塩辛い,しおからい,salty (taste),N2
塵紙,ちりがみ,"tissue paper,toilet paper",N2
塵芥,ごみ,"trash,rubbish",N2
境界,きょうかい,boundary,N2
増やす,ふやす,"to increase,to add to,to augment",N2
増大,ぞうだい,enlargement,N2
増減,ぞうげん,"increase and decrease,fluctuation",N2
墨,すみ,ink,N2
売り切れ,うりきれ,sold-out,N2
売り切れる,うりきれる,to be sold out,N2
売上,うりあげ,"amount sold,proceeds",N2
売店,ばいてん,"shop,stand",N2
売行き,うれゆき,sales,N2
売買,ばいばい,"trade,buying and selling",N2
夕刊,ゆうかん,evening paper,N2
夕日,ゆうひ,"(in) the evening sun,setting sun",N2
夕立,ゆうだち,(sudden) evening shower (rain),N2
外れる,はずれる,"to be disconnected,to get out of place,to be off,to be out (e.g. of gear)",N2
外科,げか,surgical department,N2
外部,がいぶ,"the outside,external",N2
夜行,やこう,"walking around at night,night train,night travel",N2
夜間,やかん,"at night,nighttime",N2
大して,たいして,"(not so) much,(not) very",N2
大凡,おおよそ,"about,roughly,as a rule,approximately",N2
大分,だいぶん,"considerably,greatly,a lot",N2
大学院,だいがくいん,graduate school,N2
大小,だいしょう,size,N2
大層,たいそう,"very much,exaggerated,very fine",N2
大工,だいく,carpenter,N2
大木,たいぼく,large tree,N2
大通り,おおどおり,main street,N2
天皇,てんのう,Emperor of Japan,N2
太鼓,たいこ,"drum,tambourine",N2
夫妻,ふさい,"man and wife,married couple",N2
失恋,しつれん,"disappointed love,broken heart,unrequited love,be lovelorn",N2
女の人,おんなのひと,woman,N2
女房,にょうぼう,wife,N2
好き好き,すきずき,matter of taste,N2
好き嫌い,すききらい,"likes and dislikes,taste",N2
妥当,だとう,"valid,proper,right,appropriate",N2
妨げる,さまたげる,"to disturb,to prevent",N2
始めに,はじめに,"to begin with,first of all",N2
始終,しじゅう,"continuously,from beginning to end",N2
姓,せい,"surname,family name",N2
姪,めい,niece,N2
姿勢,しせい,"attitude,posture",N2
威張る,いばる,"to be proud,to swagger",N2
娯楽,ごらく,"pleasure,amusement",N2
嫌がる,いやがる,"to hate,to dislike",N2
子孫,しそん,"descendants,posterity,offspring",N2
存じる,ぞんじる,(hum) to know,N2
孝行,こうこう,filial piety,N2
学会,がっかい,"scientific society,academic meeting",N2
学力,がくりょく,"scholarship,knowledge,literary ability",N2
学年,がくねん,"year in school,grade in school",N2
学科,がっか,"study subject,course of study",N2
学級,がっきゅう,grade in school,N2
学術,がくじゅつ,"science,learning,scholarship",N2
学部,がくぶ,"department of a university,undergraduate",N2
安易,あんい,easy-going,N2
官庁,かんちょう,"government office,authorities",N2
定休日,ていきゅうび,regular holiday,N2
定価,ていか,established price,N2
定員,ていいん,"fixed number of regular personnel,capacity (of boat, etc.)",N2
定期券,ていきけん,"commuter pass,season ticket",N2
定規,じょうぎ,(measuring) ruler,N2
宛名,あてな,"address,direction",N2
実る,みのる,"to bear fruit,to ripen",N2
実例,じつれい,"example,illustration",N2
実力,じつりょく,"merit,efficiency,arms,force",N2
実感,じっかん,"feelings (actual, true)",N2
実物,じつぶつ,"real thing,original",N2
実用,じつよう,"practical use,utility",N2
実績,じっせき,"achievements,actual results",N2
実習,じっしゅう,"practice,training",N2
客席,きゃくせき,guest seating,N2
客間,きゃくま,"parlor,guest room",N2
宣伝,せんでん,"propaganda,publicity",N2
宴会,えんかい,"party,banquet",N2
家主,やぬし,landlord,N2
家屋,かおく,"house,building",N2
容器,ようき,"container,vessel",N2
容積,ようせき,"capacity,volume",N2
寄せる,よせる,"to collect,to gather,to add,to put aside",N2
寒帯,かんたい,frigid zone,N2
寝台,しんだい,"bed,couch",N2
寝巻,ねまき,"sleep-wear,nightclothes,pyjamas,nightgown,nightdress",N2
寝間着,ねまき,"sleep-wear,nightclothes,pyjamas,nightgown,nightdress",N2
寮,りょう,"hostel,dormitory",N2
寸法,すんぽう,"measurement,size,dimension",N2
寺院,じいん,temple,N2
対照,たいしょう,"contrast,antithesis,comparison",N2
対策,たいさく,"counter-plan,counter-measure",N2
寿命,じゅみょう,life span,N2
専制,せんせい,"despotism,autocracy",N2
射す,さす,"to shine,to strike",N2
将棋,しょうぎ,Japanese chess,N2
小便,しょうべん,"(col) urine,piss",N2
小学生,しょうがくせい,grade school student,N2
小指,こゆび,little finger,N2
小数,しょうすう,"fraction (part of),decimal",N2
小父さん,おじさん,"middle-aged gentleman,uncle",N2
小遣い,こづかい,"personal expenses,pocket money,spending money,incidental expenses,allowance",N2
尖る,とがる,"to taper to a point,to become sharp,to be sour,to look displeased",N2
就任,しゅうにん,"inauguration,assumption of office",N2
屋外,おくがい,outdoors,N2
屑,くず,"waste,scrap",N2
展開,てんかい,"develop,expansion (opposite of compression)",N2
属する,ぞくする,"to belong to,to come under,to be affiliated with,to be subject to",N2
山林,さんりん,"mountain forest,mountains and forest",N2
岬,みさき,cape (on coast),N2
峠,とうげ,"ridge,(mountain) pass,difficult part",N2
崩す,くずす,"to destroy,to pull down,to make change (money)",N2
崩れる,くずれる,"to collapse,to crumble",N2
巡る,めぐる,to go around,N2
巡査,じゅんさ,"police,policeman",N2
工事,こうじ,construction work,N2
工員,こういん,factory worker,N2
工夫,くふう,"labourer,worker",N2
工芸,こうげい,industrial arts,N2
差し引き,さしひき,"deduction,subtraction,balance,ebb and flow,rise and fall",N2
差し支え,さしつかえ,"hindrance,impediment",N2
巻く,まく,"to wind,to coil,to roll",N2
帰す,かえす,to send back,N2
干す,ほす,"to air,to dry,to desiccate,to drain (off),to drink up",N2
平仮名,ひらがな,"hiragana,N47 syllables,the cursive syllabary",N2
平凡,へいぼん,"common,commonplace,ordinary,mediocre",N2
平日,へいじつ,"weekday,ordinary days",N2
平気,へいき,"coolness,calmness,composure,unconcern",N2
平野,へいや,"plain,open field",N2
年度,ねんど,"year,fiscal year,school year,term",N2
幼児,ようじ,"infant,baby,child",N2
幼稚,ようち,"infancy,childish,infantile",N2
幼稚園,ようちえん,kindergarten,N2
幾分,いくぶん,somewhat,N2
広々,ひろびろ,"extensive,spacious",N2
広げる,ひろげる,"to spread,to extend,to expand,to enlarge",N2
広さ,ひろさ,extent,N2
広める,ひろめる,"to broaden,to propagate",N2
広場,ひろば,plaza,N2
床の間,とこのま,alcove,N2
床屋,とこや,barber,N2
庖丁,ほうちょう,"kitchen knife,carving knife",N2
店屋,みせや,"store,shop",N2
座布団,ざぶとん,cushion (Japanese),N2
座敷,ざしき,tatami room,N2
延ばす,のばす,"to lengthen,to stretch,to reach out,to grow (beard)",N2
延びる,のびる,to be prolonged,N2
延長,えんちょう,"extension,elongation,prolongation,lengthening",N2
建つ,たつ,"to erect,to be erected,to be built",N2
引き止める,ひきとめる,"to detain,to check,to restrain",N2
引っ掛かる,ひっかかる,"to be caught in,to be stuck in,to be cheated",N2
引っ繰り返す,ひっくりかえす,"to turn over,to overturn,to knock over,to upset,to turn inside out",N2
引っ繰り返る,ひっくりかえる,"to be overturned,to be upset,to topple over,to be reversed",N2
引っ込む,ひっこむ,"to draw back,to sink,to cave in",N2
引出す,ひきだす,"to pull out,to take out,to draw out,to withdraw",N2
引分け,ひきわけ,"a draw (in competition),tie game",N2
引力,いんりょく,gravity,N2
引受る,ひきうける,"to undertake,to take up,to take over",N2
